0.71747 0.983421 -1
0.133432 0.896306 -1
0.445789 0.865703 -1
0.508787 0.800961 -1
0.53049 0.554979 -1
0.859717 0.418872 -1
0.677725 0.127123 -1
0.805838 0.654621 -1
0.531243 0.863965 -1
0.955896 0.274598 1
0.0666769 0.840164 -1
0.541518 0.0707552 1
0.28166 0.378792 1
0.4809 0.268169 1
0.684864 0.152921 -1
0.208258 0.631 1
0.608161 0.316375 -1
0.326176 0.959112 -1
0.880847 0.498674 -1
0.133395 0.738609 1
0.102408 0.0127557 -1
0.959117 0.605353 -1
0.152902 0.576451 1
0.152538 0.807379 1
0.155553 0.654968 1
0.0895694 0.878228 -1
0.454425 0.902373 -1
0.668896 0.152233 -1
0.831302 0.19258 -1
0.790235 0.790976 -1
0.712711 0.0607051 -1
0.472598 0.389827 1
0.708588 0.299966 -1
0.958059 0.73418 -1
0.505776 0.104209 1
0.305053 0.792575 1
0.789811 0.782729 -1
0.236387 0.532398 1
0.234303 0.253352 1
0.464699 0.0709546 1
0.619387 0.625803 -1
0.615329 0.0246815 1
0.122624 0.0620425 1
0.123794 0.129612 -1
0.284459 0.450614 1
0.735733 0.672336 -1
0.411308 0.856111 -1
0.828982 0.498445 -1
0.935114 0.0487845 1
0.399067 0.313832 1
0.0522114 0.641631 1
0.571186 0.786387 -1
0.74767 0.28915 -1
0.320244 0.497868 1
0.492934 0.818435 -1
0.221653 0.595128 1
0.939274 0.536425 1
0.482305 0.330873 1
0.539996 0.41169 -1
0.221057 0.794006 1
0.095945 0.343208 1
0.0601654 0.462607 1
0.819509 0.367824 -1
0.771478 0.679571 -1
0.195696 0.567779 1
0.895118 0.651777 -1
0.6843 0.491114 -1
0.656846 0.398458 -1
0.990381 0.477484 -1
0.0336918 0.0665876 1
0.424253 0.411028 1
0.489984 0.969092 -1
0.583504 0.780721 -1
0.0832697 0.729018 -1
0.660155 0.765651 -1
0.0523052 0.756581 -1
0.556831 0.84327 -1
0.712025 0.770157 -1
0.487911 0.978661 -1
0.617601 0.111359 1
0.213778 0.396077 1
0.645659 0.492061 -1
0.380642 0.258095 1
0.103713 0.0369662 1
0.377512 0.974381 -1
0.262861 0.726426 1
0.241286 0.147965 1
0.622924 0.147895 -1
0.522928 0.704824 -1
0.413238 0.380994 1
0.217792 0.0764114 1
0.858554 0.41084 -1
0.861008 0.142991 -1
0.283939 0.79892 1
0.615393 0.930248 -1
0.77949 0.00471948 -1
0.954847 0.650041 -1
0.919603 0.678532 -1
0.384816 0.253623 1
0.162643 0.843181 1
